B-AD,"Nationwide , 5 G is here ."
I-AD,Thanks to T Mobile .
I-AD,They just built the first largest and only nationwide 5 G network in America .
I-AD,Nobody else comes close .
I-AD,T-Mobile's invested billions of dollars .
I-AD,That's billions with a B in new 5G G towers and cell sites across the country making their signal more reliable .
I-AD,Both indoors and out .
I-AD,Find out more about T-Mobile's nationwide 5G network at T .
I-AD,Dash mobile dot com .
I-AD,That's t dash mobile dot com capable device required coverage not available in some areas .
I-AD,Downlink only .
E-AD,Some users may require a certain plan or feature C-T dash mobile dot com .
B-AD,This episode is brought to you by HP .
I-AD,HP Print can help your small business stand out from the crowd with the new office .
I-AD,Jep pro printers .
I-AD,"You can print professional quality brochures , presentations and more right from your office without ever needing a print shop ."
I-AD,"And now you can save up to 50 percent on ink for your small business with HP instant ink get original HP ink delivered automatically , so you never have to worry about running out of ink again ."
I-AD,Visit HP dot com slash get real .
I-AD,To learn more about the HP office jet pro printer and HP Instant Ink .
E-AD,That's HP dot com slash get real .
O,"Hi , I'm Kara Swisher , editor at large of Recode ."
O,You may know me as someone who loves the culture in Silicon Valley almost as much as I love the culture at Mar a Lago .
O,"But in my spare time , I'm just a reporter and you're listening to Ricoh decode a podcast about power change and the people you need to know around tech and beyond ."
O,We're part of the VOX Media Podcast Network .
O,"And by the way , Eric , that was an excellent one today for this guest ."
O,"Today in the red chair is Anna Weener , a contributing writer to The New Yorker who covers Silicon Valley startup culture and technology ."
O,She's also author of a new book that's getting a lot of great reviews called Uncanny Valley A Memoir .
O,"Anna , welcome to Ricoh Decode ."
O,"Thank you , Karen ."
O,"So we were enhanced by Casey Newton , who just loves you and loves what you did with your book and everything else about what you do ."
O,But it's such a good introduction by Casey .
O,Explain to people who you are .
O,You're getting amazing reviews for this book .
O,It's a memoir of Silicon Valley .
O,"There's been a lot of memoirs , a lot of people talking about their time here ."
O,And this one's really sticking out .
O,It's interesting because it's not something people haven't written about .
O,So let's talk a little bit about the book itself and how you decided to write it .
O,And then we're going to get into the book itself and then topics around it .
O,Tell your story of how you got here and how you decided to write this story .
O,So I came here in 2013 .
O,"I had been working in book publishing in New York , and I briefly joined an e-book startup there and then came out here to work for a data analytics startup ."
O,"And mostly what brought me here was just the desire for a future , a sense of momentum , a sense of belonging ."
O,I was a very low level employee .
O,I came out here to do a customer support job .
O,"But I mostly I wanted to feel having graduated directly into a recession in 2009 , that I had some foothold in in the future and that there was some sense of momentum were publishing ."
O,Let's go back to that .
O,"So you were in a profession that a lot of people , lot of smart young people get into the idea ."
O,"But housing , which is sort of on its last legs , kind of the concept that it's not on its last legs , but the concept is that it's the past and the way people publish books ."
O,But it used to be sort of the profession .
O,"Smart , intellectual people wanted to get into or die , get getting despite the low pay , despite this sort of slow crawl up the ladder there ."
O,"So you were you moved into that profession , presumably because ."
O,That's what you liked ?
O,Correct .
O,"Yeah , it seemed appealing to me to be working with books , it's one of I sort of ."
O,"Tend to have a blind spot to things that might be interesting to me , I've not married my interests with my work often , so ."
O,Yeah .
O,"It wasn't the prestige , actually ."
O,I know what you're talking about .
O,Sort of like a dimension of prestige with these older industries in New York .
O,It just was exciting to me that I could be working on a product that I really cared about .
O,You cared about ?
O,Okay .
O,So what made you shift from that with the idea ?
O,"Now , e-book startups at the time were ."
O,What year was this ?
O,That .
O,So I started thinking about leaving in 2012 .
O,"And I was sort of looking around and , you know , Amazon just casts a shadow over the entire industry ."
O,And it seems like there wasn't a lot of .
O,"Upward mobility within the industry , I kind of love seeing people who had jobs that I wanted and they were leaving the industry and everything was consolidating , shrinking ."
O,"So I read about this e-book startup that was doing like a Netflix for you book sort of product and thought , oh , I can be useful here ."
O,I have knowledge that might be interesting to them .
O,"And I reached out and I think they were like , oh , this woman's a go getter ."
O,"Yeah , because I wrote an email , you know , it's one of these like long , embarrassing emails ."
O,"And I went on as a three month contractor , sort of to be the person who knew about books ."
O,What did you do there ?
O,Explain what you did .
O,I wrote a lot of e-mails talking about how much I loved books and I did some curating of in-app titles .
O,"But it was mostly it was only in , I guess , Baydar Alfons and one of these ."
O,"So the only people who were using it , I think it was prebate care because Alpha Alpha ."
O,I don't know it .
O,The only people who were using the app were friends and family and investors .
O,So it was a little bit of a gratuitous job .
O,And mostly I was just like an office manager trying to find furniture and ordering FreshDirect .
O,"So , you know , it was a company of three founders , one engineer and me ."
O,"And toward the end of my tenure , they were like , this has been interesting that there really isn't a job for you ."
O,There wasn't even a public product .
O,So they helped me find a job out here at a analytics company .
O,"And at that point , I was already hooked ."
O,"You know , I was like , I love this feeling of a small team ."
O,I love the speed .
O,I love the momentum .
O,There was so much money .
O,"Like , I don't want to discount that factor in my decision ."
O,I was making suddenly $10000 more a year if I had stayed for here .
O,Right .
O,And my first job in tech in Silicon Valley was more than twice my publishing salary .
O,So talk about that .
O,So what made you move out ?
O,Not everybody does that .
O,"So you you would not you were not a technical person , because that's usually how people get here ."
O,They usually have some technical degree or they want to start a company or they want to join Facebook or Google or whatever .
O,It is true that I wanted none of this .
O,Yes .
O,Yeah .
O,I don't know .
O,I felt like I had nothing to lose .
O,It seemed like an adventure .
O,"I sort of had this idea that I would come out here , I'd have this job and customer support for a year ."
O,I'd probably return to New York after that and try to leverage it into a better job in another industry or in tech as well .
O,"But it you know , I was twenty five ."
O,I'd only ever lived in the Tri-State area .
O,So it felt like an adventure to me .
O,And what was your vision of Silicon Valley before you came out ?
O,"Because this was the beginning of the end of , you know , everything was sort of up into the right ."
O,There's a lot of fanboys .
O,These people were celebrated as heroes .
O,That it started to shift not long after you started working in the sector .
O,Yeah .
O,I was pretty oblivious to that .
O,"I have to say , I think that I felt I treated it or in my mind , it was a small business ."
O,"You know , it was a company that was in this broader ecosystem that I didn't totally pay attention to or really understand ."
O,"But , you know , I went out and I met the people who worked there and they were all really smart and they were all kind of like me ."
O,"You know , a lot of people with liberal arts backgrounds who have found their way into this universe and ."
O,"I got I mean , what what drew me here is what has kept me here , which is the culture and it's what keeps me writing about it ."
O,I find it fascinating .
O,It's full of human drama and psychological insight .
O,"So , you know , I definitely I'm not ."
O,"And although programming background , I didn't even like do MySpace as a kid ."
O,"So , yeah , I think you're talking about it from a sociological perspective ."
O,That's how what you're how you're approaching it .
O,Like it doesn't really matter that you don't know how tech works necessarily .
O,And I reject the classification of non-technical .
O,"I think if you're working in a startup , you have to be technical ."
O,I think a lot of end users are technical .
O,Just because you're not writing code every day doesn't necessarily discount you from that category .
O,All right .
O,So talk about your impressions when you first got here .
O,This book does a really good job of sort of you're coming into .
O,"It's almost like stranger in a strange land , like you get here and you ."
O,What did you expect versus what happened ?
O,"And talk a little bit about sort of your initial thoughts and how they gel , because you did try very hard to fit in ."
O,You sort of embraced the culture of of tech .
O,I guess there is a certain San Francisco culture of tech that's different than other places .
O,Yeah .
O,And some of it is value based and some of it is sort of aesthetic .
O,Right .
O,I think that I really tried on .
O,"Well , I guess I and I indulged in both ."
O,Yes .
O,So it .
O,"Yeah , I mean I moved out here ."
O,I didn't know a ton of people in San Francisco .
O,I was 25 .
O,I was single .
O,I didn't really know that .
O,"If your employee 20 at a startup that's doing really well and growing very quickly , that that's going to be your whole life ."
O,"Like , I sort of had this vague idea that maybe I would like do something creative on the side and this would be my day job ."
O,This was my whole life .
O,Yeah .
