O,Welcome to the Human Experience podcast The only podcast designed to fuse your left and right brain hemispheres and feed it the most entertaining and mentally engaging topics on the planet
O,as we approach our scent . Please make sure your frontal temporal and occipital odes are in their full upright position
O,as you take your seat of consciousness relax your senses and allow us to take you on a journey .
O,We are the intimate strangers .
O,Thank you for listening .
O,The human experience is in session my guest today is Mr. Mark Manson .
O,Mark my good sir welcome to H XP .
O,Thanks for having me .
O,Good to be here .
O,Markets it's pretty interesting that your career has shifted so much when you your shirt off as a blogger and now you've moved into this sort of entrepreneurship and you've written a couple books now right .
O,Oh yeah .
O,This is my second book but it's the first with a publisher .
O,The book has a not so subtle title .
O,It's called the subtle art of not giving a fuck a counterintuitive approach to living a good life .
O,Was was the self-help industry something that was I mean I think you said this I think that the self-help industry is pretty saturated when you say
O,Yeah it's very crowded .
O,Did you feel like you had to put this book out because because of that reason .
O,So I have a certain style of writing which is I tend to be very irreverent vulgar incorporate a lot of humor into my work and I think on the one hand that has helped me differentiate myself but I also think it's it's integral in some ways to the topics that I write about .
O,Yeah absolutely .
O,The the back flap of your your cover says in life we have a limited amount of fucks to give .
O,So you must choose your fox wisely which is hilarious .
O,I mean but I mean let's dig into that .
O,I mean how how do we choose our fox wisely as you say .
O,Well essentially it's what we're talking about is values and what the really what the book is about is our values .
O,What are we choosing to find important .
O,What are we choosing as the drivers and motivators in our lives .
O,And I think a lot of people don't consciously cite those or that are very few people actually sit down and think about those where they came from why they adopted them .
O,This book is very much designed to help people ask those questions .
O,Do you think I mean do you think that there's a lot of snake oil going on in the industry where people are kind of running seminars and they're moving into coaching and kind of doing these different things to kind of lure people in .
O,Yeah I think I think snake oil is kind of a pretty strong word .
O,I'm sure there's some of that .
O,I think there's a lot of good intentions that are misguided misguided good intentions in this industry .
O,A lot of people who honestly believe that they are helping others and that they want to help others but there is a little bit of a blind leading the blind .
O,Yeah .
O,Going back to your values .
O,I mean what are these what are those some of those core values that we can kind of identify with .
O,So the book makes an argument or things that are pretty simple and ordinary .
O,You know it's a lot of a lot of our culture not just self-help but a lot of our culture in general is built on this idea of doing incredible things having incredible experiences pursuing more more and more all the time .
O,And I wanted to make the argument that you know maybe a happy and stable life doesn't come down to always achieving or having more maybe it comes down to simplifying and being satisfied with less .
O,And that's a very uncomfortable idea for many people to consider .
O,Hence why all the humor and the fox that are flying around .
O,Basically it's I make an argument for for the mundane it's the stuff that really matters the stuff that really drives happiness and this isn't just my opinion it's research backs this up .
O,It's it's very mundane things .
O,Good relationships with your family and friends having been good at something like working on something that you're good at feeling as though you're contributing to the people and community around you like it's really doesn't get much more complicated than that .
O,The second chapter of the book is called Happiness is a problem .
O,How does how is happiness a problem .
O,The argument I make is that to be happy you need to have problem because happiness is a byproduct of solving or overcoming problems .
O,And and basically that that whole chapter in a very core message of the book is that struggle pain and struggle are necessary for happiness to exist .
O,And I think a lot of people . One of the first places that people get misguided is that they assume that happiness is a lack of problems it's by just not having any struggles in their life or avoiding all the struggles in their life . And actually the opposite is true .
O,I mean you've had .
O,If we can bounce over to you know your career you've you started blogging pretty early on right .
O,Yeah like 2007 2008 .
O,And then you gained a lot of traction in sort of the dating approach kind of community right .
O,Yeah .
O,How does a person move from kind of guiding people to become better out with women than to know that what you're doing now .
O,So what happened was I started back in 2008 I read so I read the four hour work week by Tim Ferriss .
O,And I was like sweet that sounds easy .
O,I'll start a website .
O,And I started a few websites .
O,And what I quickly learned is that making money online is extremely difficult and requires an insane amount of work .
O,But one of those Web sites I created I created I tried to create a number of online businesses around my own interests .
O,And being a 24 year old single guy at the time was like cool I'll start a blog about dating .
O,And the first few years it was very is a very generic site you know it was the Articles were things like oh three things to do on a first date you know like how to get her to call you back .
O,You know it's a shit that you would see on Cosmo basically .
O,And and the funny thing is that as the years went on I kind of I started to get a lot deeper and more personal with the stuff that I wrote about .
O,And as I did that people responded in readership started to grow .
O,And by 2011 or 2012 to my surprise I discovered that a large percentage of my readers were actually women .
O,So I had I was writing this dating advice site for men .
