B-AD,"WNYC Studios is supported by outie , explore the all new 2019 Audi A8 and see for yourself why luxury has found the vehicle it deserves ."
I-AD,See your Tri-State Audi dealer for a test drive today or visit Audi USA BCom for more information .
I-AD,WNYC Studios is supported by the ferryman .
I-AD,The ferryman just opened on Broadway to unprecedented acclaim .
I-AD,The New York Times says it will take your breath away .
I-AD,And The Washington Post cheers .
I-AD,This explosive drama is what a theater lover lives for .
E-AD,Get tickets now to this Olivier Award winning best play at the Ferryman Broadway dicom .
O,Listener supported w N.Y.C. studios' .
O,This is Science Friday .
O,I'm IRA FLATOW .
O,"Even if you're just a casual student of ethics or just a fan of the TV show The Good Place , you've most likely heard of the trolley problem , a runaway trolley ."
O,Here goes .
O,It's on course to kill five people working down the track unless you pull a lever to switch the trolley to a different track where only one person would be killed .
O,Do you intervene to kill the innocent bystander ?
O,"Michael , what do you do ?"
O,The trolley problem real .
O,So we could see how the ethics would actually play out .
O,There are five workers on this track and one over there .
O,They're the lovers to switch the tracks .
O,"I we figure , you know , a utilitarian ."
O,"Yeah , that was a segment from the good place , and you can see it's one thing to imagine the trolley problem with a human at the controls , but when it went about a driverless driverless car , which , you know , controlled by a computer ."
O,Autonomous vehicles are set to take over the road in the not too distant future .
O,The U.N. recently passed a resolution that supports their mass adoption and that will put the decision of whom to save and whom to kill in the hands of a machine .
O,Who should the car decide to protect ?
O,The passengers .
O,The pedestrians ?
O,Older people .
O,Younger people .
O,A pregnant woman ?
O,A homeless person .
O,"My next guest discovered that how we answer that question depends on the culture we come from , and that could make designing an ethical autonomous vehicle a lot more challenging ."
O,So Han D'Souza is a research assistant with M.I.T. Media Lab in Cambridge .
O,His researches in the journal Nature this week .
O,Welcome to SCIENCE FRIDAY .
O,Thank you .
O,Pleasure to be on .
O,Nice to have you .
O,Why is the trolley problem the best way to think about the future of driverless cars ?
O,"Well , driverless cars promise to eliminate a large number of accidents , like the vast majority of accidents that currently happen due to human error ."
O,But in the small number of cases were unavoidable accidents .
O,There may be cases of unavoidable harm .
