B-AD,This Week in Startups is brought to you by . WALKER CORPORATE LAW . Specializing in the representation of entrepreneurs .
E-AD,Visit WALKER CORPORATE LAW . Dot com .
B-AD,Cruz consulting .
I-AD,A leading tax CPA who works exclusively with funded startups .
E-AD,Good a Cruz consulting dot com slash twist and get a free tax consultation and are tax credit white paper .
B-AD,Next week by Oracle .
I-AD,The business management software that handles every aspect of your business . And an easy to use cloud platform .
E-AD,Getting that sweet guy crushing the five barriers to growth when you get a net sweet dot com slash twist .
O,A decade ago a company joined tech SaaS incubator in Boulder Colorado and that company was sent grid and they went public .
O,The first incubator company to ever go public came out of tech start as you might think Y Combinator or Five Sharps .
O,Nope came out of TechStars and that company was recently acquired by Twilio another amazing company .
O,And to talk about the amazing growth that San greatest had and this journey from growth all the way to acquisition is similar to L'Aquila .
O,Hey did I get it right .
O,I got it perfect perfect SLAM DUNK IT DON'T at Samir De Luca who is the CEO and you you joined what you're four or five at the company
O,that's right yeah . Five years
O,and five years in now and this is sometimes like a controversial topic .
O,Yeah
O,bringing in a professional CEO .
O,How did that all go down was it out of some weakness the company was not being managed properly or opportunistic they wanted to deal with the scaling and they did a proper search etc. .
O,How did you come about that you got drawn into this .
O,Yeah I think I I was the second actually professional CEO brought in Iowa so I . So the founding story three developers awesome amazing guys .
O,Isaac Tim and a kick this thing off in 0 9 as you said through TechStars
O,and they just had this insight that every time you build an application when you click on the forgot password button it has to be there has to be code that sits behind it that sends you an automated e-mail that allows you to go and reset it or if you click the buy button . Same thing
O,like an automated e-mail comes in .
O,No human .
O,And setting up the code to do that was crazy complicated and like there shouldn't be that complicated
O,every application on the planet every Web site on the planet has to do this .
O,Let's make something easy .
O,Put in the cloud and off they go .
O,So they literally come out of the TechStars .
O,They graduate from TechStars at the end of the program and everyone in the program is using it and it's immediate like they go Yeah .
O,The acceleration in the business was immediate
O,about two years in maybe not even that about 18 two months two years and they they got their series A and then we're asked you know Hey gents you know we'd love to bring in a professional CEO .
O,They can continue to help scale this thing because it's clearly going to be a rocket ship
O,right .
O,So that's where my predecessor came in .
O,A guy named Jim Franklin great guys did amazing work for the business for which we're all very grateful and and then I joined I .
O,But he only lasted two years so it could have been that great .
O,No actually I if I look back I think he was there for a good three and a half almost three and half four years .
O,All right .
O,So yes he did and he did a great job he took it from two million in revenue probably to about 30 .
O,Oh that would be pretty good .
O,Yeah .
O,And he did a great job over that period time .
O,The thing that I said double double double .
O,Right .
O,Two to four to eight it's probably better than that .
O,I think it was more like .
O,I think they tripled .
O,I think it was Triple Triple double double .
O,I think in those three years was a great credit .
O,Absolutely and I'm really great .
O,The thing I'm most grateful to Jim for is the culture that he embedded in the company at that early stage and we care a ton about culture and people and values and how we do our work matters as much shows as what we're doing .
O,And I think he did a tremendous job he brought this this notion of what we call the four H's happy hungry humble and honest .
O,It's very simple easy to remember .
