O,"I'm Oprah Winfrey , and I'm delighted to bring you The Oprah Winfrey Show ."
O,The podcast starting March 3rd .
O,You can listen to some of the most powerful life lessons .
O,I really never thought of it that way .
O,Brilliant breakthroughs and aha moments from the show that I believe was one of the greatest classrooms in the world .
O,Never allow them to take you somewhere else .
O,The podcast features hand-picked moments from the four thousand five hundred sixty one episodes we taped over 25 years .
O,I hope that these classic Oprah shows will help to continue to illuminate your path to all that you were meant to be .
O,"Subscribe to the Oprah show , the podcast on Apple podcasts or wherever you find your podcasts and begin the journey to your best self ."
O,Every single person you ever will meet .
O,Shares that common desire .
O,"They want to know , do you see me ?"
O,Do you hear me ?
O,That's what I say .
O,Mean anything to you ?
O,I'm Oprah Winfrey .
O,Welcome to Super Soul Conversations .
O,The podcast .
O,I believe that one of the most valuable gifts you can give yourself is time taking time to be more fully present .
O,Your journey to become more inspired and connected to the deeper world around us starts right now .
O,Welcome to Oprah's 2020 visionary talks .
O,"From the stage of my own 20/20 Vision , Your Life and focused tour , W.W. WeightWatchers reimagined and I joined forces to bring you candid conversations with some of the world's most famous trailblazers whose story of wellness will empower you to discover the highest , truest vision for your life ."
O,"I can tell you that it means so much to me that when we first announced this , first of all , I'd never like asking anybody to do anything for me because I don't like having favors out there in the world ."
O,But it was so incredible when we started this idea of the tour and were able to get this wonderful lineup of visionaries and thought leaders who said yes to join us on the WW PRESENTS Vision Tour .
O,"And Amy Schumer represents everything it means to be fearless , to be funny , to be vulnerable and wholly yourself , no matter who is watching ."
O,Please welcome Amy Schumer .
O,Look back at my montage .
O,Look at your montage show nice .
O,That's how I identify as got older santarem heels .
O,"So Amy Amy had what sounds like a really tough week , which makes it all the more special that you would give up your sanity as everyone else has given up their Saturday to make the trip to come to Charlotte ."
O,Who doesn't want to spend their Saturday with Oprah ?
O,"Well , Charlotte ."
O,"Really , was it a grueling week ?"
O,What's going on ?
O,"This week was really tough , but I do feel better ."
O,I had IVF this week .
O,"I don't know what that stands for , but ."
O,But I know I had it .
O,And then I .
O,"And then I you know , I had my egg retrieval on Monday ."
O,Uh-Huh .
O,Which is also the last time I pooped .
O,"I said I wasn't going to say it , but I did ."
O,Yeah .
O,You can poop after .
O,"But I I've been feeling rough all week , but I feel better today and knowing I was coming to see you ."
O,And you've been sharing you this IVF journey on social media .
O,"Yes , I have been posting about IVF ."
O,"Yeah , I just thought I'll share it ."
O,Yeah .
O,Because one time we posted you were feeling run down and pretty emotional because because your hormones are like all over the place .
O,Right .
O,Yet they're still all over the place .
O,"So like , watch out ."
O,"I mean , it was really you get shot with a ton of hormones ."
O,"I still have my , you know , the bruises from where you get the shots ."
O,"I mean , it's I don't want to discourage anyone , but it hurts ."
O,Those shots hurt .
O,"And then you get to have the egg retrieval then after , you know , your ovaries are filling up with fluid ."
O,IVF guys .
O,"And during this time , I saw you posted where you were asking other people just to send me any advice you have about it ."
O,You give me advice .
O,"Well , you know , it's not something that there've been some people who've been really open about it ."
O,I know Gabrielle Union head and just people who've they've shared their journeys with it .
O,But I didn't really have like a big group to ask about it .
O,"So I was like , yeah , why don't I ask everybody ?"
O,"See , we don't get all the tips just like you guys have ."
O,Right .
O,For for WW I .
O,"I use my Instagram and and asked like , what should I know ?"
O,What what do you wish you knew ?
O,And men like .
O,Women were just really down to it to reach out and share and help me and like hold my hand through it .
O,I love that you came in your sweats .
O,"So Amy sent me a text earlier and said , this is OK to wear ."
O,I go .
O,You should wear whatever makes you feel comfortable .
O,Yeah .
O,And you were having a stylist come over .
