O,"A massive debate breaks out about pornography among conservatives , impeachment plows ahead , and the inspector general of the Justice Department shreds the FBI ."
O,I'm Ben SHAPIRO .
O,This is the Ben SHAPIRO show .
B-AD,"The Ben SHAPIRO show is sponsored by express. VPN , your data is your business protected at Express VPN dot com slash Ben ."
O,"OK , so there is this , I guess all the news ."
O,"I mean , to impeachment , I might get to the inspector general of the DOJ who is who is attacking the FBI ."
O,We're gonna get to the twenty twenty .
O,I think all of it .
O,We'll get to it .
O,"But there is this fascinating and I think important debate that's now happening among conservatives over pornography , which is weird , right ."
O,It's weird because pretty much all conservatives agree pornography bad .
O,Right .
O,If you are a moral human being .
O,I think that you agree pornography is not an inherent good for human beings .
O,There are good scientific studies showing the effect of pornography on the human brain does have a drug like effect on the human brain because there is a release of serotonin because it does prompt certain brain activity that is addictive in nature .
O,"Pornography is indeed a major addiction problem , particularly for young men ."
O,It is enervating for the sex life .
O,It is degrading to women .
O,I wrote an entire book on pornography is my second book all the way back in 2005 about the evils of pornography in American society .
O,So I am very much on board with the idea that pornography is an evil and that poor and that consuming pornography is a moral bad .
O,But there's a big debate that is broken out among conservatives about how involved the government should be in regulating pornography .
O,And the debate isn't really over pornography .
O,The debate is really over what the role of government ought to be generally .
O,"And it's turned into this broader debate , conservatives versus libertarians , in which conservatives basically argue ."
O,"Now , many conservatives are arguing that the government ought to be engaged in promoting what they call the common good ."
O,And libertarians are arguing the government needs to completely stay out of this particular business .
O,"Now , I've been saying for pretty much my entire career that when it comes to matters governmental , I tend toward libertarianism ."
O,"When it comes to matters cultural , I'm very conservative because I believe that the founders predicated the notion of a small government , of a government that is there to protect your rights on the idea of a moral and religious people ."
O,Right .
O,"This is John Adams , his famous line that this government was only constructed for moral and religious people ."
O,"Otherwise , the the dark side of human nature would tear through the bonds of the constitution like a whale through the courts ."
O,VERNET And so that lead the entire presupposition of the founders that you would have a moral and religious people .
O,"And if you read Alexis de Tocqueville in Democracy in America , he talks about how that social framework already existed ."
O,"That social framework long preceded the founding of the United States , how Americans were apt to join associations , how Americans were apt to be member of churches , how Americans were broadly religious and personally liberal in terms of how they approached economics and regulations on other people ."
O,"Because when you have a baseline level of social fabric in trust in people , then you don't feel the need to regulate them as much ."
O,And so you need one to support the other .
O,"In other words , you do need a moral and religious fabric in the United States in order to support a small government ."
O,"Well , one of the things that has happened over the past 50 years is the complete fraying of that social fabric , the morality and the religiousness of the American people ."
O,"Obviously , when it comes to matters sexual , but also in matters like drug use , in matters like family formation , and all of these things have declined pretty markedly ."
O,And so this has led to a really fascinating debate among conservatives .
O,What's the first step here ?
O,Do you restore the culture or do you simply do what the left would do and try and grab the commanding heights of government than cram down from above ?
O,"And I am firmly on the side of you have to grab the culture first , and if you want to work on the culture you require , the governments remain small because the fact is that you are not operating in a vacuum ."
O,You're not operating in a world where you can simply grab the auspices of government and teach the people the right thing to do .
O,"Nor , by the way , do I think that it is moral to use the force of government to teach people the right thing to do , because I think that that completely overrules the idea of a representative government ."
O,"If the people don't believe a thing , you're going to use the government in order to cram down the thing that is inherently immoral ."
O,"Whether you're doing that on the left or whether you're doing that on the right now , even if the government is doing something I think is moral and they are cramming it down on the people , that is not what the government is designed to do , because then the government is basically dictating to the people what a codrea people at the top think is right now ."
O,I may believe that there is an objective moral good .
O,I do believe that .
O,But I also don't believe that I get to be the dictator over people .
O,I think that completely defeats the notion of representative government .
O,You may as well go back to the philosopher kings of Aristotle and Plato .
O,"Really , Plato ."
O,"So where exactly is the limiting principle when it comes to the involvement of government in promoting , quote unquote , justice and the common good ?"
