O,"Hi , everyone ."
O,I'm Bernie Brown and this is Unlocking US .
B-AD,Today's episode is brought to you by CFT Family Foods .
I-AD,"So if you've listened to the first podcast , the very first one on f_f_t_ is which stands for F in first times ."
I-AD,You know that one of the big fears I had about podcasting was advertising .
I-AD,"But I've kind of fallen in love with it because I decided that I would only do brands that I really love , and if I really love something I like talking about it in CSJ , Family Foods fits that bill ."
I-AD,And then some .
I-AD,"So CFT started in 2014 when Veronica Garza was diagnosed with an auto immune disease and she had to give up grain , which was really hard because they were used to eating tortillas ."
I-AD,So Veronica started making tortillas with almond flour .
I-AD,"And once her grandmother , which is a very important component in the story , gave the tortillas her blessing ."
I-AD,Her brother Miguel started pitching the tortillas to local grocery stores .
I-AD,"So this was the exact same time that Ellen , my daughter , was diagnosed with gluten intolerance and we had to go on a taco strike to support Ellen ."
I-AD,"So when we found CSA tortillas , the almond flour tortillas at the grocery store ."
I-AD,This is where my love affair with Semetic Emily Foods begins today .
I-AD,It's all about tacos .
I-AD,"So I have to say that both my kids were really sad when they realized that what other families say Taco Tuesday , they actually mean tacos only on Tuesday because in our house everyday is Taco Tuesday ."
I-AD,And that brings me to this new taco seasoning .
I-AD,So many of the brands of taco seasoning on the market have gluten and other things that Ellen can't eat or that I try not to eat or I don't eat .
I-AD,"And now there's a brand new CSA option for taco seasoning that's vegan paleo gluten free for a whole 30 person , its whole 30 certified ."
I-AD,"I get very excited when I see kind of healthier , more organic natural ingredient products ."
I-AD,"But then I'm like , oh my god , does it taste bad ?"
I-AD,Noser It is what we use exclusively now .
I-AD,So here's how we do Taco Tuesday every day .
I-AD,So Sunday is prep and we do two to three pounds of ground turkey and you can use ground beef for ground impossible burger if you're a vegetarian .
I-AD,We do one package of taco seasoning per pound of meat .
I-AD,"So if we do three pounds , I use two of their spicy taco seasonings and one mild ."
I-AD,"And then after that , we have this big kind of Rubbermaid bowl of ground taco , turkey , meat ."
I-AD,And then we use it to make taco salads .
I-AD,"We do crispy tacos in the city , taco shells ."
I-AD,We do Britos in the almond flour tortillas .
I-AD,"And when I want to channel Steve's grandmother , who we called MIMO , I heat up the ground me in a pan ."
I-AD,"I add frozen corn , a Cannavaro towel and some chopped potatoes ."
I-AD,And then you've got picadillo .
I-AD,And so it's really funny .
I-AD,"The prominent role that the CSA family foods , the role grandmother played in that , because we have to always honor the grandmothers ."
I-AD,"And in my case , it was especially so with Steve's grandmother ."
I-AD,"So Memmo , total matriarch of the family ."
I-AD,"And when Steve brought me home , there was a little uncertainty in Steve's family , which I know you'll all find hard to believe ."
I-AD,But there was .
I-AD,"And so one day I went to Mimo imbibers house off San Pedro again , San Antonio , kind of close to Northstar Mall ."
I-AD,And we talked for 30 minutes a moment about we're both sitting like on the other side of the living room .
I-AD,And Mimo kind of leaned over and started talking about me in Spanish to Babbo and didn't know I speak Spanish .
I-AD,"And so I I said something funny and responded to her in Spanish , at which time she stood up , walked across the room ."
I-AD,"Steve , look like he was going to die and kiss me on the floor had and said , welcome to the family ."
I-AD,Mehar So here's to the grandmothers who bless the tortillas .
I-AD,"And thankfully , bless me for marrying Steve ."
I-AD,And I can see why CSJ Family Foods was grandmother approved their principal .
I-AD,I love their principles .
I-AD,Here are the questions they ask themselves before they put any new item on the market .
I-AD,Is it heritage inspired and fundamentally innovative ?
I-AD,Does it actually solve a problem for our customers ?
I-AD,And is it inclusive ?
I-AD,Does it get better than that ?
I-AD,Try the taco seasoning .
I-AD,You're going to love it .
I-AD,Ask your local grocer if they carry C-A-T family foods .
I-AD,"If not , ask them to ."
I-AD,And you can also go to C-A-T Foods WSJ.com which is Essi etg ever o.d .
I-AD,S RT.com .
E-AD,So I would say classis to my friends at CSA Family Foods for making every day taco Tuesday .
O,Don't push me cause I'm close to the edge .
O,Oh man .
O,We are kicking off the podcast today with the little Grandmaster Flash and the Furious Five .
O,I love how their music is as relevant today as it was when I was skating backward to it 30 years ago this week .
O,I have been pushed and I have pushed .
O,I have been close to the edge and I have been over the edge .
O,These are anxious times and I am working so hard not to fall back and to my classic anxiety over functioning mode .
O,So today we're going to talk about over and under functioning overnighter .
O,Functioning is something I learned about almost 20 years ago .
O,"And Harriet Lerner's book , The Dance of Connection ."
O,And we're going to talk about it and talk about how understanding are patterned .
O,"Habitual ways of managing anxiety can help us change those patterns , help us show up with more integrity , and can help us develop a calm practice ."
O,"And before I even go on , I just need to tell you that Harriet Lerner's books have changed my life ."
O,"The Dance of Anger was my first , quote unquote , psychology book ."
O,My mom mailed me a copy with a little note that said you might find this helpful .
O,"Of course , I didn't read it ."
O,"And several months later , when she said , What did you think ?"
O,"I was like , oh , I don't know ."
O,I haven't looked at it yet .
